# ----------------------------------------
# Master View
# All Traffic
# 20140420-20230426
# ----------------------------------------

Keyword,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
কত বছর পর একই জায়গা থেকে একই রকম সূর্য দেখা যায়?,0,1,11,81.82%,1.18,00:00:04,0.00%,0,$0.00
কত পরিমান সূর্য রশ্মি পৃথিবীতে পৃথিবী থেকে বাইরে ফিরে যায়,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
কত তারিখে পূর্ণিমা শুরু হবে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
কত তারিখে দিন ও রাত সমান হয়,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
কত তারিখে তিনটি গ্রহ এক সঙ্গে হবে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
কত গুণ কত বাইনোকুলার ভালো?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
কত কিলোমিটারে এক আলোকবর্ষ,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
কত কিলো মিটারে এক যোজন কাকে বলে,0,1,1,0.00%,2.00,00:01:34,0.00%,0,$0.00
কত উপরে সূয,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
কত আলোকবর্ষ দূরে জানতে পেরেছে মানুষ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
কজমলজি কি?,0,1,1,0.00%,4.00,00:04:53,0.00%,0,$0.00
কছ ম লোজি কি।,0,1,1,0.00%,2.00,00:03:23,0.00%,0,$0.00
কখন দিন রাত সমান হয়?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
কখন দিন রাত সমান হয়,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
কখন চাঁদকে ক্রিসেন্ট অবস্থায় দেখা যায়,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
কক্ষপথের মডেল প্রজেক্ট,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
কক্ষপথ থেকে পৃথিবী কত দূরে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ককচকপহ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
কএসিওপিয়ার অবস্থান,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ওল্ড facebook ন্যাশনাল পার্ক এর গিজার এর ভিডিও,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ওর্ট ক্লাউড।,0,1,1,0.00%,3.00,00:04:56,0.00%,0,$0.00
ওর্ট ক্লাউড,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ওয়ার্মহোল তৈরি,0,1,1,0.00%,2.00,00:02:15,0.00%,0,$0.00
ওয়ার্কশপ কাকে বলে,0,1,1,0.00%,2.00,00:02:27,0.00%,0,$0.00
ও পরে আকাশ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ও চাঁদ।,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ও চাঁদ গল্প,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এ্যান্ড্রোমিনা গ্যালাক্সী যেতে কত দিন লাগবে,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এিপুরা ও লন্ডন এর মধ্যে কোথায় পৃথিবীর আবর্তন বেগ বেশি,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এলিয়েন সম্বন্ধে স্টিফেন হকিংস এর মতবাদ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এলিয়েন বেশি ব্ল্যাক নাইট,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এলিয়েন কত দূরে 2019,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এরপর একে দ্বিতীয় পৃথিবী হবে এবং তাতে কি সত্যিই প্রাণের অস্তিত্ব আছে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এমন দেশ যেখানে ছয় মাস দিন,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এমন কোন গ্রহ রয়েছে যাকে প্রদক্ষিণ করতে সূর্যের ৪০ দিন সময় লাগে?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এমন আকার মেঘগুলো,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এবার জগৎ এর বলয় কি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এপ্রিল মাসের গ্রহরা,0,0,1,0.00%,3.00,00:06:13,0.00%,0,$0.00
এপ্রিল মাসের গ্রহ দেখতে কেমন,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এপ্রিল মাসে কোন কোন গ্রহ দেখা যায়,0,1,3,66.67%,1.33,00:00:12,0.00%,0,$0.00
এপসাইলন সোলার সিসটেম,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এপসাইলন চিহ্ন,0,1,1,0.00%,2.00,00:00:11,0.00%,0,$0.00
এন্ড্রোমিডা গ্যালাক্সির ভর,0,1,1,0.00%,2.00,00:01:09,0.00%,0,$0.00
এন্ড্রোমিডা গ্যালাক্সি উইকিপিডিয়া,0,0,1,0.00%,2.00,00:00:16,0.00%,0,$0.00
এন্ড্রোমিডা গ্যালাক্সি,0,1,4,50.00%,1.75,00:00:39,0.00%,0,$0.00
এনরিকো ফার্মি ছবি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এনরিকো ফার্মি,0,1,1,0.00%,3.00,00:00:15,0.00%,0,$0.00
এনরিকো ফারমির অবদান কি?,0,0,1,0.00%,2.00,00:00:15,0.00%,0,$0.00
এনড্রোমিডা ছায়াপথ এর ইতিহাস,0,1,1,0.00%,3.00,00:05:02,0.00%,0,$0.00
এনজিসি ৪৬৩৬,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এন টি আর সি এ মেধা তালিকা,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এড্রমিডা গ্লাকসিতে আনুমানিক কতটি সূয্য আছে,0,1,1,0.00%,2.00,00:00:09,0.00%,0,$0.00
এটি এমন 5 টি জিনিস যা দেখে বাইরের পৃথিবী বড় হতে লাগে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এখানেআকাশনিলকেনমাসেরকততারিখেআসবে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এখানকার তাপমাত্রা কত?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এখান থেকে ছয় হাজার বছর পরে পৃথিবীর প্রযুক্তি,0,1,1,0.00%,2.00,00:07:30,0.00%,0,$0.00
এখন্*কোনদেশেদিন,0,1,1,0.00%,3.00,00:04:48,0.00%,0,$0.00
এখনো পাঁচশত কোটি বছর সূর্য থায়াকবে,0,1,1,0.00%,2.00,00:04:18,0.00%,0,$0.00
এখনের তাপমাত্রা কত,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এখনও পর্যন্ত সবচেয়ে বড় গ্যালাক্সির ব্যাস কত আলোকবর্ষ পর্যন্ত বিস্তৃগ,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এখন পর্যন্ত আবিষ্ক্রিত গ্রহের তালিকা,0,1,1,0.00%,3.00,00:02:08,0.00%,0,$0.00
এক্স স্কয়ার মাইনাস,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক্স এক্স এক্স ডট কম,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
একাদারে ছয় মাস দিন থাকে,0,1,1,0.00%,2.00,00:00:27,0.00%,0,$0.00
একদিনে নক্ষত্র কত ডিগ্রি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
একটি সরল দোলককে বিষুবীয় অঞ্চলে হতে কোন অবস্থানে গিযে সবচেযে ধীরে দুলবে?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
একটি রকেট আকাশ পথে 1 মিনিটে কত কিলোমিটার যেতে পারে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
একটি বিমান ঘন্টায় কত কিলোমিটার অতিক্রম করে,0,1,1,0.00%,2.00,00:00:18,0.00%,0,$0.00
একটি বাইনোকুলার কত দাম,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
একটি বাইনুকুলার দূরবীণ এর মূল্য কত,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
একটি প্রান্তবিন্দুতে দুটি রশ্মির মিলিত হয়ে কি উৎপন্ন করে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
একটি দ্রাঘিমা থেকে পরবর্তী দ্রাঘিমার দুরত্ব কত কিলোমিটার,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
একটি দুরবিনের দাম কতো,0,0,1,0.00%,3.00,00:07:35,0.00%,0,$0.00
একটি তারার আয়তন কত,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
একটি তারকা পৃথিবী থেকে কতগুন বড়ো?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
একটি চাঁদের এক আলো কিত হর,0,1,1,0.00%,2.00,00:04:14,0.00%,0,$0.00
একটি গ্রহে g=G/3 এবং গ্রহটির পরিধি 30 m হলে গ্রহের ভর কত,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
একটি গাণিতিক সূত্ত যার মাধ্যমে জানা যাবে আমি আগের জন্মে কি ছিলাম,0,1,1,0.00%,2.00,00:00:36,0.00%,0,$0.00
একটি উপগ্রহ পৃথিবির সাথে ধাক্কা খাবে।,0,1,1,0.00%,2.00,00:01:13,0.00%,0,$0.00
একটানা ছয় মাস দিন,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
একটা ভালোমানের দুরবীন কত দাম পরবে?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
একটা তারা থেকে আরেকটা তারার দূরত্র কত,0,1,1,0.00%,2.00,00:01:32,0.00%,0,$0.00
একটা তারকা থেকে আরেকটা তারকা কত দূর,0,1,1,0.00%,2.00,00:01:14,0.00%,0,$0.00
একটা GALAXY র এক প্রান্ত থেকে অপর প্রান্ত যেতে কত সময় লাগবে,0,1,1,0.00%,2.00,00:04:42,0.00%,0,$0.00
একজন রকেটে করে মহাবিশ্বে গেছে তার পৃথিবীতে আসতে কত সময় লাগবে?,0,1,1,0.00%,5.00,00:04:55,0.00%,0,$0.00
একজন মানুষ পৃথিবী থেকে মঙ্গলে যেতে সময় লাগবে কত দিন,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
একজন মানুষ অন্য গ্রহ থেকে এসেছিল তার সম্বন্ধে কিছু বলুন,0,1,1,0.00%,2.00,00:00:49,0.00%,0,$0.00
একজন ব্যক্তি পৃথিবী পৃষ্ঠে চাপ প্রয়োগ করে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
একজন পারমানবিক বিঞ্জানীর বেতন কতো?,0,1,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
একক ত্তরঙ্গের আলো,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
একক কণার বলবিদ্যা,0,1,1,0.00%,7.00,00:05:26,0.00%,0,$0.00
একই কক্ষ পথে শনির দুটো উপগ্রহ ঘুড়ে কেন।?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
একই আকাশে দুটি চাদ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক সেকেনডে পিথীবির গতিবেগ কত,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক মাত্র গ্রহ উলটো ঘুরে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক মাইল মানে কত কিলোমিটার,0,1,1,0.00%,2.00,00:08:15,0.00%,0,$0.00
এক মাইল,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক বছরে আলো যে দূরত্ব,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক পাশে শূন্য বসালে কত হয়,0,1,1,0.00%,2.00,00:00:43,0.00%,0,$0.00
এক পারসেক সমান কত আলোক বৎসর,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক পারসেক মানে,0,0,1,0.00%,3.00,00:05:20,0.00%,0,$0.00
এক নজরে মহাবিশ্ব,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক ডিগ্রী দ্রাঘিমাংশ কত মাইল,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক ঝাক তারার মাঝে চাঁদ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক জন মানুষ খালি চোখে কত কিলোমিটার পর্যন্ত দেখতে পারে,0,1,1,0.00%,2.00,00:01:16,0.00%,0,$0.00
এক গ্রহ থেকে অন্য গ্রহের দুরত্ব কত,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক গেলাক্টিক ইয়ার সমান কত বছট,0,1,1,0.00%,2.00,00:01:30,0.00%,0,$0.00
এক কিলো মিটার হোল,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক একটি গ্রহের কত বছরদশা থাকে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক এক বার মনে হয় পৃথিবি তেকে চলে জাই,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক এক দুই দুই দুই চার চোখের তারায়,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক আলোরর্বষ কত সময়,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক আলোকব৿ষ সমান কত দিন,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক আলোকবস কাকে বলে,0,1,2,50.00%,1.50,00:01:56,0.00%,0,$0.00
এক আলোকবষ সমান মিটার,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক আলোকবষ কত মাইল দূর,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক আলোকবর্ষী,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক আলোকবর্ষ সমান কত মিটার বা কিলোমিটার?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক আলোকবর্ষ সমান কত মাইল,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক আলোকবর্ষ সমান কত বছর,0,2,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক আলোকবর্ষ সমান কত দূরত্ব,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক আলোকবর্ষ সমান কত কিলোমিটার,0,3,4,75.00%,1.25,00:04:12,0.00%,0,$0.00
এক আলোকবর্ষ সমান কত,0,3,6,83.33%,1.33,00:01:01,0.00%,0,$0.00
এক আলোকবর্ষ মানে কি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক আলোকবর্ষ মানে কতটা দূরত্ব,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক আলোকবর্ষ বলতে কি বূঝায়,0,1,4,75.00%,1.25,00:01:48,0.00%,0,$0.00
এক আলোকবর্ষ পাড়ি দিতে কতদিন সময় লাগবে?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক আলোকবর্ষ জেতে কতদিন লাগে,0,1,1,0.00%,2.00,00:00:09,0.00%,0,$0.00
এক আলোকবর্ষ কি,0,2,3,66.67%,1.33,00:02:20,0.00%,0,$0.00
এক আলোকবর্ষ কাকে বলে,0,7,8,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক আলোকবর্ষ কত মিলিয়ন কিলোমিটার,0,2,3,66.67%,2.00,00:11:17,0.00%,0,$0.00
এক আলোকবর্ষ কত মিলিয়ন কিলোমিটার,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক আলোকবর্ষ কত মিলি কিলোমিটার,0,1,1,0.00%,3.00,00:01:52,0.00%,0,$0.00
এক আলোকবর্ষ কত মিটার,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক আলোকবর্ষ কত পথ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক আলোকবর্ষ কত কিলোমিটার,0,4,5,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক আলোকবর্ষ =?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক আলোকবর্ষ = কী,0,1,2,50.00%,2.50,00:01:39,0.00%,0,$0.00
এক আলোকবর্ষ,0,1,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক আলোক বর্ষ সমান কত মিলি কিলোমিটার,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক আলোক বর্ষ সমান কত কিলোমিটার,0,3,4,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক অালোকবর্ষ সমান কত দূরে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এক অালোকবর্ষ কত কিলোমিটার,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এই মাসে গ্রহরা কে কোথায়,0,0,4,75.00%,1.50,00:02:24,0.00%,0,$0.00
এই মাসে কোন কোন গ্রহ দেখা যায়,0,1,1,0.00%,2.00,00:01:36,0.00%,0,$0.00
এই মহা বিশশো কত বড়,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এই ফটোতে 06 টি জিনিস আছে যা প্রাচীন কালে পাওয়া যেত না,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এই পৃথিবী থেকে কত মাইল দূরে?,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এই পর্যন্ত কয় জন মানুষ মঙ্গল গ্রহে গিয়েছেন,0,1,1,0.00%,3.00,00:02:33,0.00%,0,$0.00
এই গ্যালাক্সিতে কতটা সৌর জগত আছে,0,1,1,0.00%,2.00,00:04:06,0.00%,0,$0.00
এ মাসের পূর্নিমা কোন তারিকে।,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এ মাসের পূর্ণিমার তারিখ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এ মাসের গ্রহরা সেপ্টেম্বর ২০১৮ ছবি,0,1,1,0.00%,2.00,00:00:26,0.00%,0,$0.00
এ মাসে পূর্ণিমা রাত সময়,0,1,1,0.00%,2.00,00:00:01,0.00%,0,$0.00
এ ব্রিফ হিস্ট্রি অব টাইম,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এ ব্রিফ হিস্টোরি অফ টাইম pdf,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
এ বছর শীতে তাপমাত্রা কত ডিগ্রি,0,1,1,0.00%,3.00,00:06:10,0.00%,0,$0.00
ঋতু পরিবর্তনের পাঁচটি কারণ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ঋতু পরিবর্তনের কারণ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ঋতু পরিবর্তন মডেল,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
ঊত্তর মেরু,0,1,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
উল্লেখ্যোগ্য নক্ষত্র ও তারকা,0,1,1,0.00%,2.00,00:00:29,0.00%,0,$0.00
উল্টো দিকে মুখের ছবি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উল্টো দিকে ভ্রমণ পৃথিবী সাগর,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উল্কা কাকে বলে,0,1,1,0.00%,2.00,00:00:36,0.00%,0,$0.00
উল্কা কতো বড়ো মাটিতে পড়েছে,0,1,1,0.00%,2.00,00:13:10,0.00%,0,$0.00
উল্কা কত বেগে মাটিতে পরে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উভয় মেরুবিনদুর আবরতন বেগ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উপরে ছুরে মারলে যে কোন বস্তু নিচে পরে কেন,0,1,2,0.00%,2.00,00:00:49,0.00%,0,$0.00
উপরে কোন কিছু ছুরে মারলে নিচে কেন পরে,0,1,1,0.00%,3.00,00:04:01,0.00%,0,$0.00
উপর থেকে শহরের রাতের দৃশ্য,0,1,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
উপর থেকে কোন বস্তু ফেললে কোন দিকে বেঁকে যাবে,0,1,1,0.00%,4.00,00:03:00,0.00%,0,$0.00
উপবৃত্তাকার কি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উপবৃত্তাকার,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উপবৃত্ত কক্ষপথ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উপগ্রহবিহীন গ্রহ,0,1,1,0.00%,2.00,00:00:51,0.00%,0,$0.00
উপগ্রহ সম্বন্ধে বলুন,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উপগ্রহ পৃথিবী কীভাবে দেখা যায়,0,1,1,0.00%,5.00,00:09:05,0.00%,0,$0.00
উপগ্রহ নেই কার,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উপগ্রহ থেকে পৃথিবী,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উপগ্রহ চিত্র,0,1,3,66.67%,2.00,00:07:18,0.00%,0,$0.00
উপগ্রহ কাকে বলে quora,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উপগ্রহ,0,3,3,33.33%,4.00,00:04:44,0.00%,0,$0.00
উপগহ,0,2,2,0.00%,2.00,00:03:55,0.00%,0,$0.00
উদিত সূর্য এর ছবি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্ররমেরু,0,1,1,0.00%,2.00,00:24:12,0.00%,0,$0.00
উত্তল লেন্স কোথায় পাওয়া যায়,0,1,1,0.00%,4.00,00:01:33,0.00%,0,$0.00
উত্তরায়ণ কাকে বলে,0,2,2,50.00%,1.50,00:02:53,0.00%,0,$0.00
উত্তরায়ণ কাকে বলে,0,1,1,0.00%,3.00,00:03:48,0.00%,0,$0.00
উত্তরা অয়ন আর দক্ষিণা অয়ন কি,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তরমেরুতে কী পূর্ব পশ্চিম নেই?,0,0,1,0.00%,2.00,00:00:12,0.00%,0,$0.00
উত্তর মেরুবিন্দুতে ধ্রুবতারাকে কত ডিগ্রি কোনে দেখা যায়,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর মেরুতে দিন রাত কিভাবে হয়,0,0,2,50.00%,1.50,00:10:27,0.00%,0,$0.00
উত্তর মেরুতে একটানা ৬ মাস রাত থাকে কেন,0,1,3,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর মেরু সম্পর্কে কিছু জানবো,0,1,1,0.00%,2.00,00:01:06,0.00%,0,$0.00
উত্তর মেরু দক্ষিণ মেরু,0,1,1,0.00%,2.00,00:03:19,0.00%,0,$0.00
উত্তর মেরু থেকে বিষুব রেখা কত কি মি.,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর মেরু কোথায় অবস্থিত,0,2,2,50.00%,2.00,00:02:53,0.00%,0,$0.00
উত্তর মেরু কাকে বলে উত্তর চাই,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর মেরু কাকে বলে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর মেরু ও দক্ষিণ মেরু,0,3,3,66.67%,2.00,00:03:42,0.00%,0,$0.00
উত্তর মেরু এবং দক্ষিন মেরু কোন মহাদেশে অবস্থিত,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর মেরু অঞ্চল,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর মেরু ১দিন ৬মাস,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর মেরু,0,3,7,85.71%,1.43,00:02:19,0.00%,0,$0.00
উত্তরঃ দুটি তারা,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর দিক 90 ডিগ্রী বিস্তারিত,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর দক্ষিন মেরু চাপা কেন,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর দক্ষিণ পূর্ব পশ্চিম চেনার উপায়,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর দক্ষিণ পূর্ব পশ্চিম,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর দক্ষিণ চেনার উপায়,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর থেকে দক্ষিণে ঘোরে কোন্ গ্রহ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর থেকে দক্ষিণে ঘোরে এমন দুটি গহ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর গোলার্ধে কোন ঋতুতে সূর্য পূর্ব আকাশে সবচেয়ে বেশি দক্ষিণ দিকে ভেসে ওঠে,0,1,1,0.00%,2.00,00:02:18,0.00%,0,$0.00
উত্তর গোলার্ধ সূর্যের নিকটতম স্থানে অবস্থান করে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর গোলার্ধ সম্বন্ধে জানতে চাই,0,1,2,50.00%,3.00,00:03:59,0.00%,0,$0.00
উত্তর গোলার্ধ ও সূর্যের মধ্যে সবচেয়ে বেশি দূরত্বকে কি বলে,0,1,1,0.00%,2.00,00:01:59,0.00%,0,$0.00
উত্তর গোলার্ধ ও দক্ষিণ গোলার্ধ সম্বন্ধে জানতে চাই,0,0,1,0.00%,6.00,00:24:32,0.00%,0,$0.00
উত্তর গোলার্ধ,0,1,1,0.00%,2.00,00:03:09,0.00%,0,$0.00
উত্তর কুমেরু সম্পর্কে জানতে চাই,0,0,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর ও দক্ষিন মেরুর অসুবিধা,0,0,1,0.00%,4.00,00:04:34,0.00%,0,$0.00
উত্তর ও দক্ষিণ মেরুর কাছে অতি শীতল অঞ্চল,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর এবং দক্ষিন মেরুর অজানা গল্প,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর আকাশের স্থির নক্ষত্র,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর আকাশের গ্রহ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর অায়নওদক্ষিনয়ান তারিখ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উত্তর অয়নান্ত,0,1,1,0.00%,3.00,00:06:14,0.00%,0,$0.00
উত্তর অন্চল ও মেরু অন্চল,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উতাপ্ত গ্রিষ্মের উপভোগ সমুদ্র পাড়ে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
"উতর মেরু , দখিন মেরু মুলমধ রেখা",0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উড়ে যাবো আকাশে,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উজ্বল তারকার ব্যাখ্যা,0,1,1,0.00%,2.00,00:00:30,0.00%,0,$0.00
উজ্জ্বল নক্ষত্ৰ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উজ্জ্বল নক্ষত্র,0,1,2,100.00%,1.00,00:00:00,0.00%,0,$0.00
উজ্জ্বল তারাদের গল্প,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
উজ্জল মহাকাশ,0,1,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
